Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank
Jaiden Woodbey,S,Bellflower,CA,6'1'',210,,85,Florida State,4,,,2018,Florida State,11,5
Christian Meadows,OG,Montezuma,GA,6'3'',321,,85,Florida State,5,,,2018,Florida State,41,12
Robert Cooper,DT,Snellville,GA,6'2'',377,,84,Florida State,6,,,2018,Florida State,,
Malcolm Lamar,DT,Seffner,FL,6'5'',260,,83,Florida State,12,,,2018,Florida State,77,33
Tre'Shaun Harrison,ATH,Seattle,WA,6'2'',200,,83,Florida State,192,,,2018,Florida State,,
Isaiah Bolden,CB,Tampa,FL,6'2'',180,,82,Florida State,32,,,2018,Florida State,,
Warren Thompson,WR,Seffner,FL,6'2'',192,,82,Florida State,51,,,2018,Florida State,147,37
Jordan Young,WR,Conyers,GA,6'2'',190,,80,Florida State,36,,,2018,Florida State,,
Jamarcus Chatman,DE,Rome,GA,6'3'',267,,80,Florida State,38,,,2018,Florida State,,
D'Marcus Adams,WR,Daytona Beach,FL,6'0'',159,,80,Florida State,5,,,2018,Florida State,61,41
Dennis Briggs Jr.,DE,Kissimmee,FL,6'4'',255,,80,Florida State,21,,,2018,Florida State,,
Camren McDonald,TE-H,Long Beach,CA,6'5'',211,,80,Florida State,37,,,2018,Florida State,,
Xavier Peters,OLB,West Chester,OH,6'4'',222,,80,Florida State,29,,,2018,Florida State,,
Christian Armstrong,OT,Warner Robins,GA,6'5'',335,,79,Florida State,60,,,2018,Florida State,306,70
Anthony Grant,RB,Buford,GA,5'11'',185,,79,Florida State,39,,,2018,Florida State,326,125
Jalen Goss,OT,Valdosta,GA,6'7'',251,,78,Florida State,132,,,2018,Florida State,599,230
Amari Gainer,OLB,Tallahassee,FL,6'3'',204,,78,Florida State,,,,2018,Florida State, None, None
Chaz Neal,DE,Seffner,FL,6'6'',255,,74,Florida State,,,,2018,Florida State,,
Keyshawn Helton,WR,Pensacola,FL,5'9'',165,,NR,Florida State,,,,2018,Florida State,,
Akeem Dent,CB,Wellington,FL,5'11'',176,4,84,Florida State,10,48,14,2019,Florida State,,
Brendan Gant,S,Lakeland,FL,6'1'',186,4,84,Florida State,113,56,18,2019,Florida State,,
Jaleel McRae,OLB,Bradenton,FL,6'1'',230,4,84,Florida State,11,63,20,2019,Florida State,,
Raymond Woodie III,S,Tallahassee,FL,6'1'',191,3,83,Florida State,9,79,27,2019,Florida State,,
Travis Jay,CB,Madison,FL,6'2'',180,3,83,Florida State,14,,,2019,Florida State,,
Quashon Fuller,DT,Lehigh Acres,FL,6'4'',277,4,82,Florida State,194,,,2019,Florida State,,
Kalen Deloach,OLB,Savannah,GA,6'0'',203,4,82,Florida State,17,98,23,2019,Florida State,,
Curtis Fann,DE,Twin City,GA,6'2'',251,4,82,Florida State,22,,,2019,Florida State,,
Dontae Lucas,OG,Bradenton,FL,6'4'',333,4,82,Florida State,7,105,33,2019,Florida State,,
Renardo Green,CB,Apopka,FL,6'0'',170,4,80,Florida State,28,162,49,2019,Florida State,,
Darius Washington,OT,Pensacola,FL,6'4'',280,4,80,Florida State,39,,,2019,Florida State,,
Tru Thompson,DT,Loganville,GA,6'0'',338,4,80,Florida State,30,221,51,2019,Florida State,,
Derrick McLendon,DE,Tucker,GA,6'3'',228,4,80,Florida State,51,222,52,2019,Florida State,,
Kevon Glenn,ILB,Hampton,GA,6'1'',226,3,79,Florida State,17,,,2019,Florida State,,
Jarvis Brownlee,CB,Miami,FL,5'10'',169,4,78,Florida State,47,296,95,2019,Florida State,,
Maurice Goolsby,WR,Dunnellon,FL,6'5'',196,4,78,Florida State,81,307,98,2019,Florida State,,
Jay Williams,OT,Moreno Valley,CA,6'6'',285,4,78,Florida State,6,,,2019,Florida State,,
Maurice Smith,OG,Miami,FL,6'2'',276,4,77,Florida State,41,,,2019,Florida State,,
Ira Henry,OG,Saint Louis,MO,6'5'',329,4,77,Florida State,46,162,19,2019,Florida State,,
Ryan Fitzgerald,K,Moultrie,GA,5'11'',185,3,75,Florida State,13,,,2019,Florida State,,
Malcolm Ray,DE,Miami,FL,6'2'',230,3,75,Florida State,160,,,2019,Florida State,,
Demorie Tate,ATH,Orlando,FL,6'1'',180,84,,,6,,,2020,Florida State,32,15
Chubba Purdy,QB-PP,Queen Creek,AZ,6'2'',196,84,,,5,,,2020,Florida State,,
Lawrance Toafili,RB,Largo,FL,6'0'',175,83,,,142,,,2020,Florida State,65,24
Jadarius McKnight,S,Fort Myers,FL,6'0'',200,83,,,7,,,2020,Florida State,74,26
Bryan Robinson,WR,Wellington,FL,6'1'',180,82,,,34,,,2020,Florida State,,
Stephen Dix Jr.,OLB,Orlando,FL,6'2'',210,81,,,22,,,2020,Florida State,,
Ja'khi Douglas,ATH,Houma,LA,5'9'',184,81,,,27,,,2020,Florida State,151,56
Jayion McCluster,ATH,Largo,FL,6'1'',200,80,,,28,,,2020,Florida State,184,65
Manny Rogers,DT,Jensen Beach,FL,6'6'',315,79,,,38,,,2020,Florida State,,
Darion Williamson,ATH,Brownsville,TN,6'3'',190,79,,,40,,,2020,Florida State,216,76
Josh Griffis,DE,Bradenton,FL,6'4'',225,79,,,65,,,2020,Florida State,259,4
Robert Scott,OT,Conway,AR,6'6'',290,78,,,45,,,2020,Florida State,260,28
Sidney Williams,CB,Prichard,AL,6'2'',185,78,,,49,,,2020,Florida State,,
Corey Wren,ATH,River Ridge,LA,5'9'',170,77,,,111,,,2020,Florida State,307,99
Kentron Poitier,WR,Miami,FL,6'3'',205,77,,,42,,,2020,Florida State,,
La'damian Webb,RB,Opelika,AL,5'8'',190,77,,,25,,,2020,Florida State,326,79
Zane Herring,OG,Madison,FL,6'5'',305,77,,,22,,,2020,Florida State,412,95
Tate Rodemaker,QB-DT,Valdosta,GA,6'4'',190,77,,,95,,,2020,Florida State,432,140
Carter Boatwright,TE-Y,Moultrie,GA,6'5'',225,76,,,99,,,2020,Florida State,,
Thomas Shrader,OT,Venice,FL,6'5'',280,76,,,82,,,2020,Florida State,,
Lloyd Willis,OT,Miami,FL,6'7'',290,75,,,32,,,2020,Florida State,549,38
D.J. Lundy,RB,Ocilla,GA,6'0'',225,74,,,,,,2020,Florida State, None, None
Markeston Douglas,TE-Y,Brownsville,TN,6'5'',255,74,,,,,,2020,Florida State,679,152
Alex Mastromanno,K,Melbourne,AUS,6'3'',215,74,,,,,,2020,Florida State, None, None
T.J. Davis,OLB,Metter,GA,6'3'',230,74,,,,,,2020,Florida State,,
Jarrett Jackson,DE,Palm Beach Gardens,FL,6'6'',281,75,,,,,,2020,Florida State, None, None
Devontay Taylor,OG,New Port Richey,FL,6'3'',280,75,,,,,,2020,Florida State, None, None
Jashaun Corbin,RB,Melbourne,FL,6'0'',213,75,,,,,,2020,Florida State,,
Cornel Jones,ILB,Miami,FL,6'2'',235,75,,,,,,2020,Florida State,,
Destyn Hill,WR,New Orleans,LA,6'0'',170,85,,,14,,,2021,Florida State,38,3
Omarion Cooper,CB,Lehigh Acres,FL,6'0'',172,84,,,138,,,2021,Florida State,,
Hunter Washington,CB,Katy,TX,5'11'',180,83,,,14,,,2021,Florida State,,
Shambre Jackson,DE,Orlando,FL,6'4'',235,82,,,27,,,2021,Florida State,104,37
