Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank
Deaysean Rippy,OLB,Mckees Rocks,PA,6'2'',210,3,79,Pittsburgh,34,,,2012,Pittsburgh,,
J.P. Holtz,TE,Pittsburgh,PA,6'4'',230,3,78,Pittsburgh,23,,,2012,Pittsburgh,,
Trenton Coles,WR,Clairton,PA,6'3'',164,3,77,Pittsburgh,,,,2012,Pittsburgh,96,28
Bam Bradley,S,Trotwood,OH,6'1'',195,3,76,Pittsburgh,44,,,2012,Pittsburgh,111,55
Devon Porchia,OLB,Baltimore,MD,6'1'',197,3,76,Pittsburgh,,,,2012,Pittsburgh,,
Terrell Jackson,DT,Columbus,OH,6'3'',260,3,76,Pittsburgh,82,,,2012,Pittsburgh,,
Darryl Render,DE,Lakewood,OH,6'3'',250,3,75,Pittsburgh,,,,2012,Pittsburgh,155,74
Christopher Davis,ATH,Youngstown,OH,5'8'',185,3,74,Pittsburgh,148,,,2012,Pittsburgh,,
Jahmahl Pardner,CB,Rochester,NY,6'0'',175,3,74,Pittsburgh,109,,,2012,Pittsburgh,,
Mike Caprara,OLB,Pittsburgh,PA,6'0'',205,3,72,Pittsburgh,137,,,2012,Pittsburgh,262,71
Ryan Lewis,,Sammamish,WA,6'0'',185,Not Rated,Pittsburgh,,,,,2012,Pittsburgh, None, None
Gabe Roberts,OG,New London,WI,6'4'',290,Not Rated,Pittsburgh,,,,,2012,Pittsburgh,,
Jordan Whitehead,CB,Monaca,PA,5'11'',171,4,82,Pittsburgh,11,,,2015,Pittsburgh,15,4
Darrin Hall Jr.,RB,Youngstown,OH,6'1'',213,3,80,Pittsburgh,37,,,2015,Pittsburgh,,
Anthony McKee,OLB,Columbus,OH,6'2'',195,3,80,Pittsburgh,25,,,2015,Pittsburgh,,
Jay Stocker,S,Coatesville,PA,6'2'',186,3,79,Pittsburgh,33,,,2015,Pittsburgh,51,8
Saleem Brightwell,OLB,Paramus,NJ,6'3'',215,3,79,Pittsburgh,31,,,2015,Pittsburgh,58,11
Ben Dinucci,QB-PP,Gibsonia,PA,6'3'',200,3,79,Pittsburgh,27,,,2015,Pittsburgh,,
Quadree Henderson,WR,Wilmington,DE,5'8'',175,3,78,Pittsburgh,100,,,2015,Pittsburgh,80,1
Alex Paulina,OG,Canonsburg,PA,6'4'',290,3,77,Pittsburgh,50,,,2015,Pittsburgh,88,12
Gentry Ivery,WR,Mansfield,TX,6'1'',205,3,77,Pittsburgh,110,,,2015,Pittsburgh,135,112
Malik Henderson,CB,Hallandale Beach,FL,6'1'',172,3,77,Pittsburgh,58,,,2015,Pittsburgh,393,128
Tre Tipton,WR,Spring Church,PA,6'1'',165,3,76,Pittsburgh,140,,,2015,Pittsburgh,123,23
Tony Pilato,OT,Greensburg,PA,6'6'',290,3,75,Pittsburgh,109,,,2015,Pittsburgh,134,28
Allen Edwards,DE,Miami,FL,6'3'',247,3,72,Pittsburgh,19,,,2015,Pittsburgh, NR, NR
Dane Jackson,S,Leetsdale,PA,6'0'',170,3,71,Pittsburgh,134,,,2015,Pittsburgh,,
Nathan Peterman,QB-PP,Jacksonville,FL,6'2'',220,3,70,Pittsburgh,,,,2015,Pittsburgh, None, None
Damar Hamlin,CB,Pittsburgh,PA,6'1'',182,3,83.0,Pittsburgh,13,,,2016,Pittsburgh,19,5
Keyshon Camp,DT,Lakeland,FL,6'4'',269,3,82.0,Pittsburgh,147,,,2016,Pittsburgh,71,28
George Hill,RB,Hubbard,OH,6'0'',195,3,82.0,Pittsburgh,12,,,2016,Pittsburgh,20,10
Kaezon Pugh,RB,Aliquippa,PA,6'1'',205,3,79.0,Pittsburgh,38,,,2016,Pittsburgh,,
Therran Coleman,CB,Pittsburgh,PA,6'1'',176,3,79.0,Pittsburgh,32,,,2016,Pittsburgh,,
Ruben Flowers,WR,Lima,OH,6'4'',190,3,79.0,Pittsburgh,,,,2016,Pittsburgh, None, None
Aaron Mathews,WR,Clairton,PA,6'5'',187,3,78.0,Pittsburgh,103,,,2016,Pittsburgh,72,14
Zack Gilbert,DE,Charlotte,NC,6'1'',255,3,78.0,Pittsburgh,,,,2016,Pittsburgh, None, None
Thomas MacVittie,QB, Cincinnati,OH,6'4'',208,3,78.0,Pittsburgh,3,,,2016,Pittsburgh,,
Rashad Weaver,DE,Cooper City,FL,6'5'',241,3,77.0,Pittsburgh,,,,2016,Pittsburgh,336,114
Henry Miller,CB,Kissimmee,FL,6'3'',192,3,77.0,Pittsburgh,44,,,2016,Pittsburgh,360,121
Chase Pine,OLB,Williamsburg,VA,6'4'',220,3,76.0,Pittsburgh,42,,,2016,Pittsburgh,101,24
Rashad Wheeler,DT,Pittsburgh,PA,6'3'',286,3,76.0,Pittsburgh,58,,,2016,Pittsburgh,,
Brandon Ford,OT,Upper Saint Clair,PA,6'5'',299,3,76.0,Pittsburgh,65,,,2016,Pittsburgh,107,21
Patrick Jones,DE,Chesapeake,VA,6'5'',223,3,75.0,Pittsburgh,90,,,2016,Pittsburgh,111,25
Chawntez Moss,RB,Bedford,OH,5'11'',196,3,75.0,Pittsburgh,94,,,2016,Pittsburgh,79,31
Amir Watts,DE,Chicago,IL,6'3'',270,3,75.0,Pittsburgh,102,,,2016,Pittsburgh,,
Bricen Garner,S,Pittsburgh,PA,6'2'',175,3,75.0,Pittsburgh,75.0,,,2016,Pittsburgh, None, None
Phil Campbell,S,Monmouth Junction,NJ,6'1'',190,3,74.0,Pittsburgh,74,,,2016,Pittsburgh, None, None
Elias Reynolds,OLB,New York,NY,6'3'',210,3,73.0,Pittsburgh,156,,,2016,Pittsburgh, None,7
Justin Morgan,OG,New York,NY,6'6'',335,3,72.0,Pittsburgh,82,,,2016,Pittsburgh,,
Zack Williams,TE-Y,Citra,FL,6'5'',260,3,72.0,Pittsburgh,35,,,2016,Pittsburgh,578,189
Maurice Ffrench,ATH,New Brunswick,NJ,5'11'',176,3,71.0,Pittsburgh,115,,,2016,Pittsburgh,189,33
Bryce Hargrove,DE,Akron,OH,6'5'',255,3,70.0,Pittsburgh,159,,,2016,Pittsburgh,,
Chris Clark,TE-Y,Ridgewood,NJ,TR,University of California at Los Angeles,T,,,,,,2016,Pittsburgh,,
Paris Ford,ATH,Munhall,PA,6'1'',175,,84,Pittsburgh,4,6,2,2017,Pittsburgh,,
A.J. Davis,RB,Lakeland,FL,5'11'',193,,83,Pittsburgh,,,,2017,Pittsburgh,,
Todd Sibley,RB,Akron,OH,5'10'',214,,82,Pittsburgh,16,,,2017,Pittsburgh,,
Jaylen Twyman,DT,Washington,DC,6'2'',310,,80,Pittsburgh,28,45,4,2017,Pittsburgh,,
Jerry Drake,OT,Palm Beach Gardens,FL,6'6'',316,,80,Pittsburgh,35,,,2017,Pittsburgh,,
