Name,Pos,City,State,Height,Weight,Grade,University,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank,Stars,School
"Madden Sanker,OG,Douglasville,GA,6'4'',300,83,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Aaron Williams,CB,Bellflower,CA,6'2'',185,82,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Adonijah Green,DE,Ellenwood,GA,6'6'',210,82,Louisville",,,,,,,,,,,2023,Louisville,,,,
"William Fowles,WR,Hollywood,FL,6'2'',195,81,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Pierce Clarkson,QB-PP,Bellflower,CA,6'0'',200,80,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Joe Crocker,OT,Nashville,TN,6'6'',320,79,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Micah Carter,DE,Louisville,KY,6'4'',235,79,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Jahlil McClain,ATH,Bellflower,CA,5'11'',180,79,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Jamari Johnson,TE-H,Inglewood,CA,6'4'',255,79,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Luke Burgess,OT,New Palestine,IN,6'7'',285,78,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Stanquan Clark,OLB,Miami,FL,6'1'',210,78,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Keyjuan Brown,RB,Atlanta,GA,5'9'',205,78,Louisville",,,,,,,,,,,2023,Louisville,,,,
"William Spencer,DT,Louisville,KY,6'4'',315,78,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Saadiq Clements,DT,Henderson,KY,6'4'',260,78,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Cataurus Hicks,WR,Miami,FL,5'9'',165,77,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Kaden Moorman,RB,Frankfort,KY,5'10'',215,75,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Stephen Herron,DE,New Albany,IN,6'3'',237,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Rodney McGraw,DE,Elkhart,IN,6'5'',267,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Devin Neal,S,Lexington,KY,5'11'',201,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Jadon Thompson,WR,Chicago,IL,6'2'',187,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Jimmy Calloway,WR,Morrow,GA,6'0'',190,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Marquis Groves-Killebrew,CB,Snellville,GA,6'0'',180,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Storm Duck,CB,Boiling Springs,SC,6'0'',200,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Jack Plummer,QB-PP,Gilbert,AZ,6'5'',215,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Kevin Coleman,WR,Saint Louis,MO,5'10'',180,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Gilbert Frierson,S,Coconut Creek,FL,6'1'',210,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Jamari Thrash,WR,Atlanta,GA,6'0'',180,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"John Paul Flores,OG,Fort Worth,TX,6'5'',300,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Isaac Guerendo,RB,Clayton,IN,6'0'',205,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Joey Gatewood,WR,Jacksonville,FL,6'5'',235,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Brady Allen,QB-PP,Fort Branch,IN,6'5'',210,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Marcus Washington,CB,Grovetown,GA,6'0'',185,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Eric Miller,OT,Mason,OH,6'6'',305,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Lance Robinson,OT,Camilla,GA,6'4'',290,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Keith Brown,ILB,Lebanon,OR,6'1'',230,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
"Willie Tyler,OT,Racine,WI,6'7'',325,TR,Louisville",,,,,,,,,,,2023,Louisville,,,,
