Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank
Brandon Buckner,OLB,Chandler,AZ,6'0'',235,77,Oregon,,56,,,2021,Oregon,,
Darren Barkins,CB,Chula Vista,CA,6'0'',170,77,Oregon,,,,,2021,Oregon,,
Jurrion Dickey,WR,Atherton,CA,6'3'',215,87,Oregon,,6,6,5,2023,Oregon,,
Matayo Uiagalelei,DE,Bellflower,CA,6'5'',265,86,Oregon,,6,,,2023,Oregon,,
Ashton Cozart,WR,Flower Mound,TX,6'3'',175,84,Oregon,,16,,,2023,Oregon,,
Rodrick Pleasant,CB,Gardena,CA,5'11'',175,84,Oregon,,11,,,2023,Oregon,,
Daylen Austin,CB,Long Beach,CA,6'0'',175,83,Oregon,,138,,,2023,Oregon,,
Kenyon Sadiq,ATH,Idaho Falls,ID,6'4'',225,83,Oregon,,8,,,2023,Oregon,,
Dante Dowdell,RB,Picayune,MS,6'1'',215,82,Oregon,,9,,,2023,Oregon,,
A'Mauri Washington,DT,Chandler,AZ,6'4'',295,82,Oregon,,24,,,2023,Oregon,,
Cole Martin,CB,Chandler,AZ,5'10'',175,82,Oregon,,40,,,2023,Oregon,,
Ashton Porter,DE,Cypress,TX,6'3'',260,81,Oregon,,12,,,2023,Oregon,,
Austin Novosad,QB-PP,Dripping Springs,TX,6'2'',180,81,Oregon,,20,66,49,2023,Oregon,,
Terrance Green,DT,Cypress,TX,6'5'',265,80,Oregon,,44,,,2023,Oregon,,
Johnny Bowens,DE,Converse,TX,6'2'',265,80,Oregon,,25,,,2023,Oregon,,
My'Keil Gardner,DT,Peoria,AZ,6'3'',280,80,Oregon,,13,44,1,2023,Oregon,,
Jayden Limar,RB,Lake Stevens,WA,5'11'',190,80,Oregon,,,,,2023,Oregon,,
Iapani Laloulu,OG,Honolulu,HI,6'2'',315,80,Oregon,,26,48,1,2023,Oregon,,
Kodi Decambra,CB,Las Vegas,NV,5'11'',180,80,Oregon,,33,,,2023,Oregon,,
Teitum Tuioti,OLB,Eugene,OR,6'2'',220,80,Oregon,,7,,,2023,Oregon,,
Tevita Pome'e,DT,Layton,UT,6'2'',310,79,Oregon,,36,103,79,2023,Oregon,,
Blake Purchase,OLB,Englewood,CO,6'3'',240,79,Oregon,,67,,,2023,Oregon,,
George Silva,OT (JC),La Habra,CA,6'6'',300,79,Oregon,,40,,,2023,Oregon,,
Tyler Turner,SS,San Antonio,TX,6'0'',186,79,Oregon,,58,110,66,2023,Oregon,,
Jaeden Moore,DE,Visalia,CA,6'3'',240,78,Oregon,,50,333,120,2023,Oregon,,
Bryce Boulton,OG,Palm Desert,CA,6'3'',255,78,Oregon,,60,137,83,2023,Oregon,,
Solomon Davis,ATH,Covina,CA,5'11'',185,78,Oregon,,37,175,108,2023,Oregon,,
Gernorris Wilson,OG,Lakeland,FL,6'4'',300,77,Oregon,,131,,,2023,Oregon,,
Lipe Moala,OG,Santa Ana,CA,6'5'',315,77,Oregon,,,,,2023,Oregon,,
Jerry Mixon,ILB,San Francisco,CA,6'2'',220,76,Oregon,,,,,2023,Oregon,,
Collin Gill,CB,Washington,DC,6'0'',200,75,Oregon,,,,,2023,Oregon,,
Traeshon Holden,WR (TR),Kissimmee,FL,,The University of Alabama,,Oregon,,,,,2023,Oregon,,
Jestin Jacobs,OLB (TR),Clayton,OH,,University of Iowa,,Oregon,,,,,2023,Oregon,,
Ajani Cornelius,OT (TR),Harlem,NY,,University of Rhode Island,,Oregon,,,,,2023,Oregon,,
Sione Angilau Jr.,OT (TR),Salt Lake City,UT,,University of Texas,,Oregon,,,,,2023,Oregon,,
Khyree Jackson,CB (TR),Upper Marlboro,MD,,The University of Alabama,,Oregon,,,,,2023,Oregon,,
Tez Johnson,WR (TR),Pinson,AL,,Troy University,,Oregon,,,,,2023,Oregon,,
Connor Soelle,OLB (TR),Scottsdale,AZ,,Arizona State University,,Oregon,,,,,2023,Oregon,,
Evan Williams,S (TR),Campbell,CA,,California State University, Fresno,,Oregon,,,,2023,Oregon,,
Jordan Burch,DE (TR),Columbia,SC,,University of South Carolina,,Oregon,,,,,2023,Oregon,,
Tysheem Johnson,S (TR),Philadelphia,PA,,University of Mississippi,,Oregon,,,,,2023,Oregon,,
Nishad Strother,OG (TR),Havelock,NC,,East Carolina University,,Oregon,,,,,2023,Oregon,,
Nikko Reed,CB (TR),Oakland,CA,,University of Colorado Boulder,,Oregon,,,,,2023,Oregon,,
Gary Bryant Jr.,WR (TR),Riverside,CA,,University of Southern California,,Oregon,,,,,2023,Oregon,,
Kaden Ludwick,TE-H (TR),Boulder,CO,,University of Colorado Boulder,,Oregon,,,,,2023,Oregon,,
