Name,Pos,City,State,Height,Weight,Grade,University,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank,Stars,School  
Max Longman,OT,Portage,MI,,,Indiana,,,,,2023,Indiana, None, None,,
Jamier Johnson,CB,Pasadena,CA,,,Indiana,,,,,2023,Indiana,,,,
E.J. Williams,WR,Phenix City,AL,,,Indiana,,,,,2023,Indiana, None, None,,
Christian Turner,RB,Buford,GA,,,Indiana,,,,,2023,Indiana, None, None,,
Kobee Minor,CB,Corinth,TX,,,Indiana,,,,,2023,Indiana, None, None,,
Darryl Minor,ILB,Corinth,TX,,,Indiana,,,,,2023,Indiana,,,,
Josh Rudolph,ILB,Montgomery,AL,,,Indiana,,,,,2023,Indiana, None, None,,
Tayven Jackson,QB-PP,Greenwood,IN,,,Indiana,,,,,2023,Indiana,,,,
Jah Jah Boyd,ATH,Philadelphia,PA,5'10'',175,80,Indiana,30,,,2024,Indiana,47,9,,
Josh Philostin,CB,West Palm Beach,FL,5'11'',170,80,Indiana,40,,,2024,Indiana,,,,
Tyler Cherry,QB-PP,Greenwood,IN,6'4'',205,79,Indiana,19,,,2024,Indiana,48,7,,
Quentin Clark,ILB,Dublin,GA,6'2'',200,78,Indiana,31,,,2024,Indiana,,,,
Christian Peterson,CB,Carmel,IN,5'11'',185,78,Indiana,67,,,2024,Indiana,,,,
Adedamola Ajani,OG,Speedway,IN,6'4'',275,77,Indiana,51,,,2024,Indiana,93,12,,
Austin Leibfried,OT,Mount Horeb,WI,6'4'',265,76,Indiana,122,,,2024,Indiana,145,9,,
Mario Landino,DE,Emmaus,PA,6'3'',250,76,Indiana,119,,,2024,Indiana,,,,
Alberto Mendoza,QB-PP,Miami,FL,6'2'',195,75,Indiana,59,,,2024,Indiana,,,,
Daniel Ndukwe,DE,Lithonia,GA,6'2'',215,75,Indiana,131,,,2024,Indiana,,,,
William Depaepe,DE,Moline,IL,6'5'',225,75,Indiana,178,,,2024,Indiana,,,,
Evan Lawrence,OT,Danville,IN,6'6'',250,75,Indiana,144,,,2024,Indiana,187,24,,
Charlie Becker,WR,Nashville,TN,6'2'',190,75,Indiana,185,,,2024,Indiana,,,,
Khobie Martin,RB,Fishers,IN,6'0'',200,74,Indiana,116,,,2024,Indiana,200,27,,
Brody Kosin,TE-Y,Clarkston,MI,6'6'',215,74,Indiana,45,,,2024,Indiana,215,29,,
Mitch Verstegen,OG,Kaukauna,WI,6'4'',300,73,Indiana,130,,,2024,Indiana,239,16,,
Dontrae Henderson,CB,Charlotte,NC,6'0'',170,72,Indiana,190,,,2024,Indiana,839,62,,
Rolijah Hardy,ILB,Newport,RI,6'1'',230,NR,Indiana,,,,2024,Indiana,,,,
Justice Ellison,RB,Flint Hill,VA,5'10'',209,TR,Indiana,,,,2024,Indiana,,,,
Mikail Kamara,DE,Ashburn,VA,6'1'',265,TR,Indiana,,,,2024,Indiana, None, None,,
Trey Wedig,OT,Oconomowoc,WI,6'7'',318,TR,Indiana,,,,2024,Indiana, None, None,,
Miles Cross,WR,Bowie,MD,0'10'',190,TR,Indiana,,,,2024,Indiana, None, None,,
Myles Price,WR,The Colony,TX,6'1'',213,TR,Indiana,0,,,2024,Indiana,,,,
Ke'Shawn Williams,WR,Philadelphia,PA,5'10'',190,TR,Indiana,,,,2024,Indiana, None, None,,
Ty Son Lawton,RB,Staten Island,NY,5'9'',205,TR,Indiana,,,,2024,Indiana, None, None,,
Tyler Stephens,OT,Virginia Beach,VA,6'5'',306,TR,Indiana,,,,2024,Indiana,,,,
Kaelon Black,RB,Virginia Beach,VA,5'10'',210,TR,Indiana,,,,2024,Indiana, None, None,,
James Carpenter,DT,Roanoke,VA,6'2'',282,TR,Indiana,,,,2024,Indiana,,,,
Jailin Walker,OLB,Richmond,VA,6'1'',218,TR,Indiana,,,,2024,Indiana,,,,
Aiden Fisher,ILB,Fredericksburg,VA,6'1'',227,TR,Indiana,,,,2024,Indiana, None, None,,
Zach Horton,TE-Y,Roanoke,VA,6'4'',249,TR,Indiana,,,,2024,Indiana,,,,
Nick Kidwell,OT,Knoxville,MD,6'5'',316,TR,Indiana,,,,2024,Indiana, None, None,,
Derek McCormick,K,Port Charlotte,FL,6'3'',212,TR,Indiana,,,,2024,Indiana,,,,
Mark Langston,LS,Savannah,GA,6'0'',210,TR,Indiana,,,,2024,Indiana, None, None,,
Elijah Green,RB,Alpharetta,GA,5'11'',210,TR,Indiana,,,,2024,Indiana, None, None,,
Elijah Sarratt,WR,Vienna,VA,6'2'',207,TR,Indiana,,,,2024,Indiana, None, None,,
Jayden McDonald,ILB,Suwanee,GA,6'0'',227,TR,Indiana,,,,2024,Indiana,,,,
Terry Jones Jr.,S,Baltimore,MD,6'1'',193,TR,Indiana,,,,2024,Indiana, None, None,,
Shawn Asbury II,S,,,5'9'',192,TR,Indiana,,,,2024,Indiana, None, None,,
D.J. Warnell,S,League City,TX,6'3'',200,TR,Indiana,,,,2024,Indiana, None, None,,
D'Angelo Ponds,CB,West Park,FL,5'9'',165,TR,Indiana,,,,2024,Indiana,,,,
Nahji Logan,OLB,Ambler,PA,6'3'',230,TR,Indiana,,,,2024,Indiana, None, None,,
Solomon Vanhorse,RB,Alpharetta,GA,5'8'',183,TR,Indiana,,,,2024,Indiana, None, None,,
C.J. West,DT,Kent,OH,6'2'',315,TR,Indiana,,,,2024,Indiana,,,,
Andrew Depaepe,DE,Bettendorf,IA,6'5'',254,TR,Indiana,,,,2024,Indiana,,,,
Ebon Person,OLB,Fort Wayne,IN,6'3'',205,TR,Indiana,,,,2024,Indiana,,,,
