Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank
Aubrey Smith,ILB,Buford,GA,6'2'',220,,80,Colorado,11,,,2022,Colorado,173,40
Simeon Harris,ATH,Vallejo,CA,5'11'',160,,79,Colorado,41,,,2022,Colorado,74,39
Anthony Hankerson,RB,Fort Lauderdale,FL,5'8'',190,,79,Colorado,41,,,2022,Colorado,,
Dylan Dixson,S,Pearland,TX,6'1'',190,,78,Colorado,38,,,2022,Colorado,123,96
Shakaun Bowser,OLB,Queen Creek,AZ,6'4'',225,,78,Colorado,51,,,2022,Colorado,,
Zach Courtney,TE-Y,Post,TX,6'6'',240,,78,Colorado,23,,,2022,Colorado,146,112
Eoghan Kerry,OLB,Santa Ana,CA,6'3'',225,,77,Colorado,,,,2022,Colorado,,
Jason Oliver,ATH,Brentwood,CA,6'0'',175,,77,Colorado,81,,,2022,Colorado,114,55
Joshua Wiggins,CB,Spring,TX,6'0'',170,,77,Colorado,94,,,2022,Colorado,188,140
Jordyn Tyson,WR,Frisco,TX,6'1'',170,,76,Colorado,145,,,2022,Colorado,190,141
Grant Page,ATH,Boulder,CO,6'2'',175,,76,Colorado,94,,,2022,Colorado,,
Carter Edwards,OT,Hattiesburg,MS,6'6'',270,,76,Colorado,89,,,2022,Colorado,,
Oakie Salave'a,QB-DT,Pago Pago,AS,6'1'',190,,76,Colorado,81,,,2022,Colorado,,
Victor Venn,RB,Buford,GA,5'9'',175,,76,Colorado,163,,,2022,Colorado,,
Kaden Ludwick,OLB,Clackamas,OR,6'5'',245,,76,Colorado,51,,,2022,Colorado,,
Owen McCown,QB-PP,Rusk,TX,6'2'',170,,76,Colorado,9,,,2022,Colorado,241,177
Van Wells,OC,Houston,TX,6'2'',300,,75,Colorado,92,,,2022,Colorado,247,182
Aaron Austin,DT,Fort Worth,TX,6'2'',240,,75,Colorado,5,,,2022,Colorado,,
Isaac Hurtado,OLB,Cypress,CA,6'4'',220,,75,Colorado,8,,,2022,Colorado, NR, NR
Alex Harkey,OT,Buda,TX,6'5'',290,,75,Colorado,124,,,2022,Colorado,,
Travis Gray,OT,Aurora,CO,6'6'',300,,75,Colorado,,,,2022,Colorado, None, None
Keyshon Mills,S,Little Elm,TX,6'0'',185,,74,Colorado,,,,2022,Colorado, None, None
Xavier Smith,S,Fairburn,GA,6'1'',185,,74,Colorado,226,,,2022,Colorado,341,249
Chase Sowell,WR,Humble,TX,6'2'',185,,73,Colorado,15,,,2022,Colorado,,
Jeremy Mack,S,Scooba,MS,5'11'',190,,73,Colorado,35,,,2022,Colorado,265,129
Ashton Logan,K,Orange,CA,6'1'',185,,73,Colorado,,,,2022,Colorado,,
R.J. Sneed,WR,Cypress,TX,6'2'',190,,TR,Colorado,,,,2022,Colorado,,
Chance Main,DE,Cherryvale,KS,6'4'',250,,TR,Colorado,,,,2022,Colorado, None, None
Maddox Kopp,QB-PP,Houston,TX,6'5'',215,,TR,Colorado,,,,2022,Colorado,,
Tommy Brown,OT,Santa Ana,CA,6'7'',310,,TR,Colorado,,,,2022,Colorado,,
Ramon Jefferson,RB,Bronx,NY,5'10'',210,,TR,Colorado,,,,2022,Colorado,,
Cormani McClain,CB,Lakeland,FL,6'2'',165,90,Colorado,,14th,,,2023,Colorado,7,3
Dylan Edwards,RB,Derby,KS,5'8'',155,83,Colorado,,7,,,2023,Colorado,,
Adam Hopkins,WR,Thomasville,GA,5'11'',175,83,Colorado,,20,,,2023,Colorado,,
Omarion Miller,WR,Vivian,LA,6'3'',185,80,Colorado,,44,,,2023,Colorado,,
Isaiah Jatta,OT (JC),San Diego,CA,Snow College,6'5'',310,79,Colorado,6th,,,2023,Colorado, NR, NR
Morgan Pearson,ATH,Ardmore,OK,Plainview High School,6'1'',220,79,Colorado,41,,,2023,Colorado,105,6
Taje McCoy,DE,Warr Acres,OK,Putnam City High School,6'3'',240,79,Colorado,61,,,2023,Colorado,111,7
Jacob Page,WR,Nashville,TN,The Ensworth School,6'2'',180,78,Colorado,,,,2023,Colorado, None, None
Ryan Staub,QB-PP,Valencia,CA,West Ranch High School,6'0'',195,78,Colorado,26,,,2023,Colorado,,
Kofi Taylor-Barrocks,OLB,London,England, EURNFL Academy,6'3'',225,78,Colorado,55,,,2023,Colorado,,
Carter Stoutmire,CB,Plano,TX,Prestonwood Christian Academy,6'0'',185,77,Colorado,80,,,2023,Colorado,199,147
Isaiah Hardge,WR,Fort Lauderdale,FL,Saint Thomas Aquinas High School,5'10'',160,76,Colorado,142,,,2023,Colorado,444,157
Anthony Robinson,CB (JC),El Dorado,KS,Butler Community College,6'3'',195,76,Colorado,10.0,,,2023,Colorado, None, None
Asaad Waseem,WR,Winter Garden,FL,West Orange High School,5'11'',170,76,Colorado,452,,,2023,Colorado,,
Jordan Onovughe,WR,Santa Ana,CA,Mater Dei High School,6'2'',190,76,Colorado,160,,,2023,Colorado,183,113
Victory Johnson,ILB,San Diego,CA,Cathedral Catholic High School,6'4'',230,75,Colorado,41,,,2023,Colorado,,
Kasen Weisman,QB-DT,Douglasville,GA,South Paulding High School,6'2'',180,75,Colorado,27,,,2023,Colorado,,
Jaden Milliner-Jones,S,DeSoto,TX,DeSoto High School,5'11'',190,75,Colorado,120,,,2023,Colorado,,
Jack Wilty,OG (JC),Des Moines,IA,Iowa Central Community College,6'4'',305,74,Colorado,3,,,2023,Colorado,,
Hank Zilinskas,OC,Englewood,CO,Cherry Creek High School,6'3'',275,73,Colorado,21,,,2023,Colorado,383,17
Savion Washington,OT (TR),Akron,OH,Kent State University,6'8'',330,TR,Colorado,,,,2023,Colorado, None, None
Taijh Alston,DE (TR),Lumberton,NC,West Virginia University,6'4'',255,TR,Colorado,,,,2023,Colorado,,
Shedeur Sanders,QB-PP (TR),Canton,TX,Jackson State University,6'2'',215,TR,Colorado,,,,2023,Colorado, None, None
Travis Hunter,ATH (TR),Suwanee,GA,Jackson State University,6'1'',165,TR,Colorado,,,,2023,Colorado,,
Shilo Sanders,S (TR),Canton,TX,Jackson State University,6'0'',195,TR,Colorado,,,,2023,Colorado, None, None
LaVonta Bentley,ILB (TR),Birmingham,AL,Clemson University,6'0'',235,TR,Colorado,,,,2023,Colorado,,
Myles Slusher,S (TR),Broken Arrow,OK,University of Arkansas,6'0'',194,TR,Colorado,,,,2023,Colorado, None, None
Shane Cokes,DE (TR),Dayton,OH,Dartmouth College,6'3'',275,TR,Colorado,,,,2023,Colorado,,
Landon Bebee,OC (TR),Webb City,MO,Missouri State University - West Plains,6'3'',295,TR,Colorado,,,,2023,Colorado,,
Tyler Jackson,OG (TR),Jackson,MS,Jackson State University,6'3'',319,TR,Colorado,,,,2023,Colorado,,
Jimmy Horn Jr.,WR (TR),Sanford,FL,University of South Florida,5'10'',174,TR,Colorado,,,,2023,Colorado,,
Marshawn Kneeland,DE (TR),Grand Rapids,MI,Western Michigan University,6'3'',275,TR,Colorado,,,,2023,Colorado,,
Seydour Traore,TE-H (TR),London,England, EURArkansas State University,6'4'',223,TR,Colorado,,,,2023,Colorado, None, None
Tyler Brown,OG (TR),Jackson,MS,Jackson State University,6'3'',319,TR,Colorado,,,,2023,Colorado,,
Mark Vassett,K (TR),Melbourne,AUS,University of Louisville,6'4'',215,TR,Colorado,,,,2023,Colorado, None, None
Alejandro Mata,K (TR),Buford,GA,Jackson State University,5'9'',185,TR,Colorado,,,,2023,Colorado, None, None
Cam'Ron Silmon-Craig,S (TR),Birmingham,AL,Jackson State University,5'10'',175,TR,Colorado,,,,2023,Colorado,,
Yousef Mugharbil,OT (TR),Murphy,NC,University of Florida,6'5'',311,TR,Colorado,,,,2023,Colorado,,
Kavosiey Smoke,RB (TR),Wetumpka,AL,University of Kentucky,5'9'',209,TR,Colorado,,,,2023,Colorado,,
Jordan Domineck,DE (TR),Lakeland,FL,University of Arkansas,6'3'',251,TR,Colorado,,,,2023,Colorado,,
Kyndrich Breedlove,CB (TR),Nashville,TN,University of Mississippi,5'11'',175,TR,Colorado,,,,2023,Colorado, None, None
Taylor Upshaw,DE (TR),Bradenton,FL,University of Michigan,6'4'',262,TR,Colorado,,,,2023,Colorado, None, None
Khairi Manns,DE (TR),New Rochelle,NY,University of Maine,6'3'',235,TR,Colorado,,,,2023,Colorado, None, None
Alton McCaskill,RB (TR),Conroe,TX,University of Houston,6'1'',200,TR,Colorado,,,,2023,Colorado,,
Travis Jay,CB (TR),Madison,FL,Florida State University,6'1'',190,TR,Colorado,,,,2023,Colorado, None, None
Arden Walker,DE (TR),Englewood,CO,University of Missouri,6'2'',252,TR,Colorado,,,,2023,Colorado,,
Jibran Hawkins,DE (TR),Lawrenceville,GA,University of Mississippi,6'2'',265,TR,Colorado,,,,2023,Colorado, None, None
Reggie Young,OG (TR),New Orleans,LA,Liberty University,6'4'',280,TR,Colorado,,,,2023,Colorado, None, None
Bishop Thomas,DT (TR),Orlando,FL,Florida State University,6'2'',290,TR,Colorado,,,,2023,Colorado, None, None
Rodrick Ward,CB (TR),San Jacinto,CA,Southern Utah University,5'11'',185,TR,Colorado,,,,2023,Colorado,,
Jaylen Ellis,WR (TR),Round Rock,TX,Baylor University,6'2'',190,TR,Colorado,,,,2023,Colorado, None, None
Sav'ell Smallls,DE (TR),Seattle,WA,University of Washington,6'3'',260,TR,Colorado,,,,2023,Colorado, None, None
Tar'varish Dawson,ATH (TR),Lehigh Acres,FL,Auburn University,5'10'',180,TR,Colorado,,,,2023,Colorado, None, None
Omarion Cooper,CB (TR),Lehigh Acres,FL,Florida State University,6'0'',190,TR,Colorado,,,,2023,Colorado,,
Jahquez Robinson,CB (TR),Jacksonville,FL,The University of Alabama,6'2'',190,TR,Colorado,,,,2023,Colorado, None, None
Amari McNeill,DT (TR),Suwanee,GA,University of Tennessee,6'4'',285,TR,Colorado,,,,2023,Colorado, None, None
Chazz Wallace,DT (TR),Gaithersburg,MD,Old Dominion University,6'2'',295,TR,Colorado,,,,2023,Colorado,,
Derrick McLendon II,DE (TR),Decatur,GA,Florida State University,6'4'',245,TR,Colorado,,,,2023,Colorado, None, None
Brendan Gant,OLB (TR),Lakeland,FL,Florida State University,6'2'',200,TR,Colorado,,,,2023,Colorado,,
Vito Tisdale,S (TR),Bowling Green,KY,University of Kentucky,6'1'',195,TR,Colorado,,,,2023,Colorado,,
Willie Gaines,WR (TR),Cocoa,FL,Jackson State University,5'9'',170,TR,Colorado,,,,2023,Colorado,,
Jack Bailey,OG (TR),Kirtland,OH,Kent State University,6'3'',280,TR,Colorado,,,,2023,Colorado,,
Xavier Weaver,WR (TR),Orlando,FL,Orlando Christian Prep,6'1'',175,TR,Colorado,,,,2023,Colorado,,
Demouy Kennedy,OLB (TR),Theodore,AL,The University of Alabama,6'3'',230,TR,Colorado,,,,2023,Colorado,,
Jordan Seaton,OT,Bradenton,FL,6'5'',310,,90.0,Colorado,1,,,2024,Colorado,12,5
Dre'lon Miller,ATH,Silsbee,TX,6'0'',205,,84.0,Colorado,6,,,2024,Colorado,55,17
Kamron Mikell,ATH,Statesboro,GA,6'1'',180,,83.0,Colorado,28,,,2024,Colorado,25,4
Brandon Davis-Swain,DE,West Bloomfield,MI,6'3'',250,,82.0,Colorado,46,,,2024,Colorado,202,53
Eric Brantley,DE,Valdosta,GA,6'2'',250,,79.0,Colorado,34,,,2024,Colorado,235,67
Omar White,DT,Valdosta,GA,6'3'',325,,79.0,Colorado,52,,,2024,Colorado,288,80
Brandon Hood,RB,McDonough,GA,5'10'',190,,78.0,Colorado,,,,2024,Colorado,,
Micah Welch,RB,Milledgeville,GA,5'7'',210,,77.0,Colorado,170,,,2024,Colorado,746,235
Ebenezer Bouzi,CB,Naples,FL,6'0'',180,,74.0,Colorado,,,,2024,Colorado, None, None
Kyeran Garcia,ILB,Fort Myers,FL,6'0'',200,,73.0,Colorado,,,,2024,Colorado,,
Malakai Murphy,CB,Starke,FL,6'0'',190,,,Colorado,,,,2024,Colorado,,
