Name,Pos,City,State,Height,Weight,Stars,Grade,University,Pos_rank, Reg_rank, State_rank,Year,Team,Reg_rank,State_rank
Ira Armstead,QB,Monroe,IN,6'2'',195,74,, Virginia,35,163,16,2020,Virginia,,
Lorenz Terry,DE,Richmond,VA,6'5'',240,74,, Virginia,158,,,2020,Virginia,,
Demick Starling,WR,Nashville,TN,6'0'',170,72,, Virginia,274,,,2020,Virginia,,
Bryce Carter,DE,Chester,VA,6'3'',250,85,79.0,,11,,,2021,Virginia,14,3
Jacob Rodriguez,QB-DT,Witchita Falls,TX,6'3'',215,83,75.0,,3,,,2021,Virginia,,
Logan Taylor,OT,Alexandria,VA,6'5'',280,81,73.0,,25,,,2021,Virginia,,
Josh McCarron,DE,Everett,WA,6'4'',215,80,72.0,,38,,,2021,Virginia,,
Michael Green,OLB,Williamsburg,VA,6'4'',215,79,71.0,,41,,,2021,Virginia,,
Hugh Laughlin,OT,Athens,GA,6'6'',285,78,64.0,,54,,,2021,Virginia,,
Noah Josey,OG,Brentwood,TN,6'4'',285,78,55.0,,34,,,2021,Virginia,,
Ty Furnish,OT,Roswell,GA,6'4'',255,77,46.0,,69,,,2021,Virginia,,
Javin Burke,ATH,Cleveland,TN,6'0'',200,76,60.0,,,,,2021,Virginia,,
Jesiah Davis,WR,Charlotte,NC,6'2'',175,76,,,139,,,2021,Virginia,373,43
Michael Diatta,OT,Antioch,TN,6'5'',265,76,,,76,,,2021,Virginia,,
Charlie Patterson,OT,Roswell,GA,6'6'',275,76,,,80,,,2021,Virginia,401,90
Langston Long,S,Arden,NC,6'2'',205,76,,,,,,2021,Virginia,,
Amaad Foston,RB,Milledgeville,GA,5'11'',200,75,,,82,,,2021,Virginia,465,100
Micah Gaffney,CB,Spanish Fort,AL,6'1'',160,75,,,91,,,2021,Virginia,,
West Weeks,ATH,Watkinsville,GA,6'2'',195,75,,,97,,,2021,Virginia,,
William Simpkins III,CB,Gaithersburg,MD,6'2'',175,75,,,100,,,2021,Virginia,,
Aidan Ryan,CB,Fredericksburg,VA,6'0'',190,74,68.0,,118,,,2021,Virginia,,
Jonas Sanker,OLB,Charlottesville,VA,6'2'',195,74,,,123,,,2021,Virginia,,
Jack Witmer,TE-Y,Cypress,TX,6'5'',225,74,,,47,,,2021,Virginia,,
Malachi Fields,ATH,Charlottesville,VA,6'4'',200,74,,,117,,,2021,Virginia,,
Lorenz Terry,DE,Richmond,VA,6'5'',245,74,,,,,,2021,Virginia,,
James Jackson,ATH,Roanoke,VA,6'3'',200,74,,,120,,,2021,Virginia,,
Jay Woolfolk,QB-DT,Richmond,VA,6'1'',200,73,,,39,,,2021,Virginia,,
Jelani Woods,TE-Y,Ellenwood,GA,6'7'',250,TR,,,,,,2021,Virginia,,
Anthony Johnson,CB,Hollywood,FL,6'1'',180,TR,,,,,,2021,Virginia,,
Devin Darrington,RB,Forest Hill,MD,5'9'',205,TR,,,,,,2021,Virginia,,
Grant Ellinger,OG,Naperville,IL,6'4'',270,,77.0,Virginia,60,104,22,2024,Virginia,,
Triston Ward,WR,Deerfield,MA,6'1'',190,,77.0,Virginia,123,121,4,2024,Virginia,,
Dane Wleklinski,OT,Dublin,OH,6'5'',280,,76.0,Virginia,105,,,2024,Virginia,,
Kevon Gray,CB,Fairburn,GA,6'0'',170,,76.0,Virginia,112,,,2024,Virginia,,
Kameron Courtney,S,Woodbridge,VA,5'11'',195,,76.0,Virginia,101,148,27,2024,Virginia,,
